Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
19998102,SCL,In My Country,,R,03/11/05,,"$163,893","$1,300,000","$1,463,893",9,"$22,383",3,,,1:43,Rom Dram,,,Exclusive,NYC & LA
20001401,TT,Mail Order Wife,,R,03/11/05,,"$62,387","$6,443","$68,830",2,"$14,643",3,,,1:31,Comedy,,,Exclusive,
19997433,FXS,Millions,,PG,03/11/05,,"$6,572,419","$5,200,000","$11,772,419",5,"$70,224",3,,,1:38,"Comedy, Art/For",,,Exclusive,
19995075,HOL,Off The Map,,PG13,03/11/05,,"$1,317,167","$4,384","$1,321,551",10,"$50,865",3,,,,Drama,,,Exclusive,NYC-LA-DC-Chicago
20002690,NMG,"Passion Recut, The",,NR,03/11/05,,"$508,326",,"$508,326",957,"$223,789",3,2.30,1.50,,"Drama, Period",,,Wide,
19994630,FOX,Robots,IMAX,PG,03/11/05,BLU,"$128,200,012","$132,500,000","$260,700,012",3776,"$36,045,301",3,3.60,2.80,1:31,"Anim, Child/Fam",64,A,Wide,
19998247,NL,"Upside Of Anger, The",,R,03/11/05,,"$18,761,993","$9,500,000","$28,261,993",9,"$211,559",3,,,1:56,"Drama, Dark Com",,B,Exclusive,NYC & LA
19997742,DIS,Ice Princess,,G,03/18/05,DIS,"$24,402,491","$3,200,000","$27,602,491",2501,"$6,807,471",3,3.60,2.50,1:38,"Child/Fam, Comedy, Sports",,A-,Wide,
19996740,FXS,Melinda And Melinda,,PG13,03/18/05,,"$3,803,268","$16,300,000","$20,103,268",1,"$74,238",3,,,1:39,"Comedy, Rom Com",,,Limited,
20000598,WEL,Milk And Honey,,NR,03/18/05,,"$9,331",,"$9,331",1,"$4,315",3,,,1:31,Drama,,,Exclusive,NYC
19995032,DW,"Ring Two, The",,PG13,03/18/05,,"$75,941,727","$85,200,000","$161,141,727",3332,"$35,065,237",3,2.20,1.70,1:51,"Horror, Susp/Th",,C+,Wide,
20002366,TT,Sixteen Years Of Alcohol,,R,03/18/05,,"$8,046",,"$8,046",1,"$2,863",3,,,1:42,"Drama, Art/For",,,Exclusive,NYC
20000296,SON,Steamboy,,PG13,03/18/05,TRP,"$468,867","$10,643,621","$11,112,488",39,"$136,148",3,,,2:06,"Anim, Act/Adv, Sci/Fant",,,Limited,
19999628,TF,Mondovino,,PG13,03/23/05,,"$210,612",,"$210,612",1,"$9,840",3,,,2:15,Doc,,,Exclusive,NYC
19994956,WB,Miss Congeniality 2: Armed & Fabulous,,PG13,03/24/05,CRV,"$48,478,006","$53,699,046","$102,177,052",3183,"$14,043,215",3,3.50,2.40,1:55,Comedy,14,B,Wide,
19995368,IFC,Ballad Of Jack And Rose,,R,03/25/05,,"$712,275",,"$712,275",4,"$59,459",3,,,1:30,Drama,,,Exclusive,NYC & LA
19995219,GOL,D.E.B.S.,,PG13,03/25/05,SCG,"$97,446",,"$97,446",45,"$56,448",3,,,1:30,"Comedy, Act/Adv",,,Exclusive,
19997621,SON,Guess Who,,PG13,03/25/05,COL,"$68,915,888","$33,000,000","$101,915,888",3147,"$20,671,446",3,3.30,2.40,1:45,Comedy,,B+,Wide,
19998307,WEL,Nina's Tragedies,,,03/25/05,,"$238,831","$586,950","$825,781",4,"$24,456",3,,,1:50,"Art/For, Drama",,,Exclusive,NYC
20001400,TT,Old Boy,,R,03/25/05,,"$707,481","$19,306,018","$20,013,499",5,"$68,957",3,,,1:58,"Susp/Th, Art/For",,,Exclusive,NYC & LA
19996873,MGM,Beauty Shop,,PG13,03/30/05,,"$36,351,350","$1,315,400","$37,666,750",2659,"$12,801,465",3,2.80,2.30,1:45,"Comedy, Urb/Eth",,A-,Wide,
19999609,IFC,Dust To Glory,,PG,04/01/05,,"$640,013",,"$640,013",2,"$15,757",3,,,1:30,"Doc, Act/Adv",,,Exclusive,NYC & LA
20001438,TF,Kontroll,,R,04/01/05,,"$237,183","$1,000,000","$1,237,183",2,"$10,098",3,,,1:45,"Susp/Th, Art/For",,,Exclusive,NYC
19999488,SCL,Look At Me,,PG13,04/01/05,,"$1,737,308","$17,371,613","$19,108,921",6,"$69,587",3,,,1:50,"Art/For, Comedy",,,Exclusive,NYC & LA
19998246,MIR,Sin City,,R,04/01/05,DIM,"$74,103,820","$87,924,904","$162,028,724",3230,"$29,120,273",3,2.50,2.00,2:04,"Act/Adv, Drama, Susp/Th",77,B,Wide,
20002608,FIR,Chrystal,,R,04/08/05,,"$80,858",,"$80,858",4,"$12,814",3,,,1:46,Drama,,,Exclusive,"Atlanta, Little Rock, & Fayetteville"
19999051,WIP,Eros,,R,04/08/05,,"$188,392","$1,300,000","$1,488,392",12,"$53,666",3,,,1:48,"Art/For, Rom Dram",34,,Exclusive,
20000090,FOX,Fever Pitch - Fox,,PG13,04/08/05,,"$42,040,190","$8,400,000","$50,440,190",3267,"$12,400,125",3,3.40,2.80,1:43,"Rom Com, Sports",,A-,Wide,
20003660,KI,Happily Ever After - KINO,,NR,04/08/05,,"$252,379",,"$252,379",1,"$9,695",3,,,1:45,"Rom Com, Drama",,,Exclusive,NYC
20001078,NMG,"Hole In My Heart, A",,NR,04/08/05,,"$3,784",,"$3,784",1,"$1,720",3,,,1:38,Drama,,,Exclusive,NYC
20001859,SCL,Kung Fu Hustle,,R,04/08/05,,"$17,108,591","$83,800,000","$100,908,591",7,"$269,225",3,,,1:39,"Art/For, Act/Adv, Comedy",,,Exclusive,NYC & LA
19996122,PAR,Sahara - PAR,,PG13,04/08/05,,"$68,671,925","$51,700,000","$120,371,925",3154,"$18,068,372",3,3.80,2.90,2:04,Act/Adv,,B+,Wide,
20002668,FRE,Smile,,PG13,04/08/05,,,,,,,3,,,1:47,Drama,,,Limited,
20004160,NWP,Wild Safari 3D: A South African Adventure,3D,,04/08/05,,"$16,621,530",,"$16,621,530",,,3,,,0:45,Doc,,,Exclusive,"Minneapolis, NYC 4/28"
19999508,PCL,Winter Solstice,,R,04/08/05,,"$319,355","$18,300","$337,655",5,"$20,393",3,,,1:51,Drama,,,Exclusive,
20002079,WEL,Palindromes,,NR,04/13/05,,"$553,368","$154,000","$707,368",1,"$57,251",3,,,1:40,Drama,,,Exclusive,NYC
19998466,LIO,State Property 2,,R,04/13/05,,"$1,691,706",,"$1,691,706",202,"$756,905",3,,,1:34,"Urb/Eth, Drama",,,Limited,
19997801,MGM,Amityville Horror - MGM,,R,04/15/05,DIM,"$64,538,396","$42,800,000","$107,338,396",3323,"$23,507,007",3,2.70,2.20,1:29,Horror,24,B,Wide,
20002769,FRE,Down And Derby,,PG,04/15/05,,"$231,609",,"$231,609",58,"$43,930",3,,,1:33,"Comedy, Child/Fam, Sports",,,Not Set,
19999027,LIO,House Of D,,PG13,04/15/05,,"$388,532","$466,942","$855,474",2,"$36,371",3,,,1:37,"Drama, Comedy",,,Exclusive,NYC & LA
20003641,CH,Perlasca,,NR,04/15/05,,"$4,216",,"$4,216",1,"$2,281",3,,,2:06,"Bio, Drama",,,Exclusive,NYC
19999990,FR,Torremolinos 73,,NR,04/15/05,,"$87,385","$2,300,000","$2,387,385",1,"$6,321",3,,,1:34,"Comedy, Art/For",,,Exclusive,NYC
20003600,IND,"Wake In Providence, A",,R,04/15/05,,"$403,069",,"$403,069",5,"$32,018",3,,,1:28,Rom Com,,,Exclusive,
20001276,FL,"Year Of The Yao, The",,PG,04/15/05,,"$35,591","$9,525","$45,116",12,"$27,823",3,,,1:27,"Doc, Sports",,,Limited,
19995326,WB,Duma,,PG,04/22/05,GAY,"$870,067","$245,099","$1,115,166",56,"$172,750",3,,,1:41,"Child/Fam, Act/Adv",93,,Test,
20002990,MAG,Enron: The Smartest Guys In The Room,,,04/22/05,,"$4,071,700","$782,000","$4,853,700",3,"$76,639",3,,,1:53,Doc,,,Exclusive,"NYC, LA & Houston"
20002567,IFC,"Game Of Their Lives, The",,PG,04/22/05,,"$375,750",,"$375,750",64,"$175,336",3,,,,"Drama, Sports",,,Limited,60 Runs
19997070,UNI,"Interpreter, The",,PG13,04/22/05,,"$72,554,855","$90,200,000","$162,754,855",2758,"$22,822,455",3,3.20,2.50,1:58,"Susp/Th, Drama, Special",,B,Wide,
19998023,NL,King's Ransom,,PG13,04/22/05,,"$4,008,527","$323,022","$4,331,549",1508,"$2,137,685",3,1.90,1.50,1:35,"Comedy, Urb/Eth",,C+,Wide,
19997945,DIS,"Lot Like Love, A",,PG13,04/22/05,,"$21,845,719","$21,000,000","$42,845,719",2502,"$7,576,593",3,2.90,2.30,1:47,Rom Com,,B,Wide,
19994594,MGM,Madison,,PG,04/22/05,,"$517,262",,"$517,262",93,"$268,370",3,,,1:34,"Drama, Sports",,,Limited,90 Runs
20003642,TLA,"Man Who Copied, The",,R,04/22/05,,"$1,227",,"$1,227",1,,3,,,2:03,Rom Dram,,,Exclusive,NYC
20001022,SCL,3-Iron,,R,04/29/05,,"$241,914",,"$241,914",7,"$20,084",3,,,1:27,"Drama, Art/For",,,Exclusive,NYC & LA
20003296,TLA,Death Of A Dynasty,,R,04/29/05,,"$44,108",,"$44,108",16,"$28,107",3,,,1:33,"Comedy, Urb/Eth",,,Limited,
20004141,CH,Finding Home,,PG13,04/29/05,,"$6,531",,"$6,531",5,"$3,038",3,,,2:04,Drama,,,Exclusive,
19997982,DIS,"Hitchhiker's Guide To The Galaxy, The",,PG,04/29/05,TOU,"$51,085,416","$53,400,000","$104,485,416",3133,"$21,103,203",3,2.40,2.00,1:48,"Sci/Fant, Act/Adv, Comedy",,B-,Wide,
20001176,FL,"Holy Girl, The",,R,04/29/05,,"$304,124","$958,000","$1,262,124",2,"$28,327",3,,,1:43,"Art/For, Drama",,,Limited,
20002626,IDP,Ladies In Lavender,,,04/29/05,,"$6,765,081",,"$6,765,081",22,"$149,224",3,,,1:43,Drama,,,Exclusive,NYC & LA
19992873,SON,xXx: State Of The Union,,PG13,04/29/05,REV,"$26,873,932","$44,300,000","$71,173,932",3480,"$12,712,272",3,2.10,1.70,,"Act/Adv, Susp/Th",,B+,Wide,
20003661,ZEI,Writer of O,,NR,05/04/05,,"$11,728",,"$11,728",1,"$2,245",3,,,1:20,Doc,,,Exclusive,NYC
20001699,IFC,Brothers - IFC,,R,05/06/05,,"$389,220","$3,635,409","$4,024,629",2,"$8,161",3,,,,"Art/For, Drama",,,Limited,
20001177,LIO,Crash - LG,,R,05/06/05,,"$54,580,300","$51,597,208","$106,177,508",1864,"$9,107,071",3,6.00,4.30,1:40,Drama,,A-,Wide,
20002630,FRE,Fighting Tommy Riley,,R,05/06/05,,"$10,514",,"$10,514",5,"$5,199",3,,,1:50,"Drama, Sports",,,Exclusive,
20003280,FR,"Grand Role, The",,,05/06/05,,"$11,419",,"$11,419",1,"$1,839",3,,,1:26,"Comedy, Drama",,,Exclusive,NY
19994433,WB,House Of Wax,,R,05/06/05,DVR,"$32,064,800","$38,529,180","$70,593,980",3111,"$12,077,236",3,2.70,2.10,1:53,Horror,26,C+,Wide,
20002206,MGM,Jiminy Glick In La La Wood,,R,05/06/05,,"$36,039",,"$36,039",24,"$25,660",3,,,1:30,Comedy,,,Limited,
19996988,FOX,Kingdom Of Heaven,,R,05/06/05,,"$47,372,310","$164,856,711","$212,229,021",3216,"$19,635,996",3,2.40,1.90,2:25,"Drama, Act/Adv, Period",,B-,Wide,
20002367,TT,Mysterious Skin,,NC17,05/06/05,,"$804,124","$812,000","$1,616,124",1,"$17,425",3,,,1:45,"Bio, Drama",,,Exclusive,NYC
19995282,MIR,Twin Sisters,,R,05/06/05,,"$1,563","$5,100,000","$5,101,563",1,"$1,207",3,,,,"Art/For, Drama",,,Exclusive,NYC & LA
19997053,UNI,Kicking & Screaming,,PG,05/13/05,,"$52,842,724","$3,200,000","$56,042,724",3455,"$20,159,925",3,2.60,2.30,1:27,"Comedy, Child/Fam, Sports",,B,Wide,
20001696,WEL,Kings And Queen,,,05/13/05,,"$290,973",,"$290,973",2,"$16,101",3,,,2:30,"Drama, Art/For",,,Exclusive,NYC
20001860,SCL,Layer Cake,,R,05/13/05,,"$2,339,957","$9,500,000","$11,839,957",10,"$81,706",3,,,1:44,"Act/Adv, Susp/Th",,,Exclusive,NYC & LA
20003662,TLA,Ma Mere,,NC17,05/13/05,,"$71,618",,"$71,618",2,"$10,334",3,,,1:51,"Art/For, Drama",,,Exclusive,NYC & LA
20002850,PCL,Mad Hot Ballroom,,PG,05/13/05,,"$8,045,365","$961,000","$9,006,365",2,"$45,348",3,,,1:55,"Doc, Drama",,,Exclusive,NYC
19991975,MIR,Mindhunters,,R,05/13/05,DIM,"$4,480,744","$16,700,000","$21,180,744",1040,"$1,911,358",3,2.30,1.80,1:46,"Susp/Th, Act/Adv",,C,Wide,
20002631,FRE,Modigliani,,R,05/13/05,,"$209,375","$1,300,000","$1,509,375",8,"$32,360",3,,,2:06,Drama,,,Exclusive,LA
19996890,NL,Monster-In-Law,,PG13,05/13/05,,"$82,931,301","$72,900,000","$155,831,301",3424,"$23,105,133",3,3.60,2.80,1:35,Rom Com,16,B+,Wide,
20001499,TF,Tell Them Who You Are,,R,05/13/05,,"$39,562","$3,800","$43,362",1,"$4,060",3,,,1:35,Doc,,,Exclusive,LA
20001116,FOC,Unleashed,,R,05/13/05,,"$24,537,621","$26,300,000","$50,837,621",1957,"$10,900,901",3,2.30,1.80,1:43,"Drama, Act/Adv",,A-,Wide,
20014465,CAL,Shake Hands With The Devil: The Journey of Romeo D,,,05/18/05,,,,,,,3,,,1:31,"Doc, Art/For",,,Limited,NY
19992909,FOX,Star Wars: Episode III - Revenge Of The Sith,,PG13,05/19/05,,"$380,270,577","$468,400,000","$848,670,577",3661,"$108,435,841",3,3.50,2.50,2:20,"Sci/Fant, Act/Adv",79,A-,Wide,
20003900,WB,Dominion: Prequel To The Exorcist,,R,05/20/05,MC,"$251,495",,"$251,495",110,"$140,703",3,,,1:57,Horror,29,,Limited,
20003113,REG,"Sex, Politics & Cocktails",,,05/20/05,,"$26,325",,"$26,325",2,"$6,058",3,,,1:28,Comedy,,,Exclusive,NYC & LA
20002586,PLM,Bomb The System,,R,05/27/05,,"$17,294",,"$17,294",2,"$7,551",4,,,1:31,"Act/Adv, Drama",,,Exclusive,NYC & LA
20001336,TF,Genesis,,G,05/27/05,,"$16,413","$3,100,000","$3,116,413",1,"$5,457",4,,,1:20,Doc,,,Exclusive,LA
20003281,MAG,"League Of Ordinary Gentlemen, A",,,05/27/05,,"$18,817",,"$18,817",1,"$3,546",4,,,1:33,"Doc, Sports",,,Exclusive,NYC & LA
19998002,PAR,"Longest Yard, The",,PG13,05/27/05,,"$158,119,460","$32,200,000","$190,319,460",3634,"$58,613,245",4,2.70,2.30,1:54,"Comedy, Sports",,A-,Wide,
19992855,DW,Madagascar,,PG,05/27/05,DWA,"$193,719,143","$368,286,368","$562,005,511",4131,"$61,012,130",4,3.20,2.70,1:26,"Anim, Child/Fam, Comedy",,A-,Wide,
20003665,KI,"Ninth Day, The",,NR,05/27/05,,"$72,888",,"$72,888",2,"$8,786",4,,,1:37,"Art/For, Drama, Period",,,Exclusive,NYC
20001861,SCL,Saving Face,,R,05/27/05,,"$1,187,266","$105,172","$1,292,438",6,"$99,079",4,,,1:38,"Comedy, Rom Dram",,,Exclusive,NYC & LA
20005241,TF,Second Best - 2005,,R,05/27/05,,,,,,,4,,,1:26,Comedy,,,Exclusive,NYC
20003276,NY,Sequins,,,05/27/05,,"$26,042",,"$26,042",2,"$5,706",4,,,1:28,Drama,,,Exclusive,NYC
20003783,KI,My Treasure,,,06/01/05,,"$29,194",,"$29,194",1,"$5,022",4,,,1:40,"Art/For, Drama",,,Exclusive,NYC
19999248,WB,"Sisterhood Of The Traveling Pants, The",,PG,06/01/05,ALC,"$39,053,061","$3,383,679","$42,436,740",2529,"$9,833,340",4,4.00,2.70,1:53,"Drama, Act/Adv, Comedy",77,A-,Wide,
20071928,IP,"White Diamond, The",,,06/01/05,,,,,,,4,,,1:30,Doc,,,Exclusive,
20002406,PCL,Apres Vous,,R,06/03/05,,"$827,008","$7,300,000","$8,127,008",3,"$25,504",3,,,1:50,"Comedy, Art/For",,,Exclusive,
20004460,EMP,Caterina In The Big City,,,06/03/05,,"$296,464",,"$296,464",2,"$9,352",3,,,1:30,"Comedy, Drama",,,Exclusive,NYC
19992079,UNI,Cinderella Man,,PG13,06/03/05,,"$61,649,911","$46,900,000","$108,549,911",2812,"$18,320,205",3,3.40,2.50,2:24,"Drama, Bio, Sports",,A+,Wide,
19995161,MIR,"Crow: Wicked Prayer, The",,,06/03/05,DIM,,,,,,3,,,1:39,"Act/Adv, Horror, Sci/Fant",,,Exclusive,Seattle
19997554,MIR,Deep Blue,,G,06/03/05,,"$132,261","$19,200,000","$19,332,261",2,"$8,373",3,,,1:30,Doc,,,Exclusive,NYC & LA
19994443,SON,Lords Of Dogtown,,PG13,06/03/05,COL,"$11,273,517","$2,100,000","$13,373,517",1865,"$5,623,373",3,2.00,1.50,1:46,"Drama, Sports",,B+,Wide,
20001417,TT,"Milwaukee, Minnesota",,R,06/03/05,,"$17,528",,"$17,528",3,"$7,517",3,,,1:35,Drama,,,Exclusive,
19999951,PCH,Rock School,,R,06/03/05,NEW,"$64,310","$9,881","$74,191",32,"$28,136",3,,,1:33,Doc,,,Exclusive,NYC & LA
20002204,TF,5 X 2,,R,06/10/05,,"$128,752",,"$128,752",2,"$15,667",3,,,1:30,"Rom Dram, Art/For",,,Exclusive,NYC
19999627,MIR,"Adventures Of Shark Boy And Lava Girl In 3D, The",3D,PG,06/10/05,DIM,"$39,177,684","$30,248,282","$69,425,966",2655,"$12,582,088",3,3.10,2.30,1:32,"Child/Fam, Act/Adv",,B+,Wide,
20001879,FL,"Bridge Of San Luis Rey, The",,PG,06/10/05,,"$49,981","$1,800,000","$1,849,981",6,"$21,281",3,,,2:00,Drama,,,Limited,
19996906,LIO,High Tension,,R,06/10/05,,"$3,681,066","$2,600,000","$6,281,066",1323,"$1,897,705",3,1.90,1.40,1:25,"Horror, Art/For",,C-,Wide,
19996739,PAR,"Honeymooners, The",,PG13,06/10/05,,"$12,843,849","$340,000","$13,183,849",1912,"$5,538,835",3,2.30,1.90,1:30,"Comedy, Urb/Eth",,B-,Wide,
20000294,DIS,Howl's Moving Castle,,PG,06/10/05,,"$4,711,096","$230,500,000","$235,211,096",36,"$427,987",3,,,1:59,"Anim, Art/For, Sci/Fant",,,Limited,NYC-LA-SF
19996759,FOX,Mr. And Mrs. Smith,,PG13,06/10/05,NR,"$186,283,815","$303,998,511","$490,282,326",3424,"$50,342,878",3,3.70,2.60,2:00,Act/Adv,,B+,Wide,
20000154,WEL,Wild Side,,,06/10/05,,"$15,355","$41,108","$56,463",1,"$4,268",3,,,1:33,"Art/For, Drama",,,Exclusive,NYC & LA
