Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
19940374,PAR,"Brady Bunch Movie, The",,PG13,02/17/95,,"$44,641,115","$5,969,574","$50,610,689",1822,"$14,827,066",4,3.00,2.60,1:30,Comedy,,B+,Wide,
19940853,CH,"Great Day In Harlem, A",,NR,02/17/95,,"$527,034",,"$527,034",1,"$21,078",4,,,1:00,"Doc, Urb/Eth",,,Exclusive,NYC
19700677,DIS,Heavyweights,,PG,02/17/95,DIS,"$15,894,262",,"$15,894,262",1953,"$6,062,857",4,2.60,2.20,1:36,Comedy,,A-,Wide,
19922118,WB,Just Cause,,R,02/17/95,,"$36,853,222","$28,611,490","$65,464,712",2052,"$10,607,932",4,3.50,2.90,1:42,Susp/Th,,B+,Wide,
19940003,SCL,Window To Paris,,PG13,02/17/95,,"$256,548",,"$256,548",2,"$15,034",4,,,1:30,"Art/For, Comedy, Sci/Fant",,,Exclusive,NYC
19940643,USA,Before The Rain,,NR,02/24/95,GRM,"$763,847","$1,265,164","$2,029,011",4,"$47,341",3,,,1:55,"Art/For, Drama",,,Exclusive,NYC-LA-Toronto
19940505,UNI,"Hunted, The-Uni",,R,02/24/95,,"$6,628,608","$641,025","$7,269,633",1552,"$2,723,495",3,2.40,1.90,1:50,Act/Adv,,B-,Wide,
19940355,FL,Once Were Warriors,,R,02/24/95,,"$1,608,570","$3,929,681","$5,538,251",2,"$31,443",3,,,1:48,"Art/For, Drama",,,Exclusive,NYC
19940167,SAV,"Walking Dead, The",,R,02/24/95,,"$6,014,341",,"$6,014,341",891,"$2,324,767",3,2.60,2.10,1:28,"Drama, Urb/Eth, War",,,Wide,
19940419,MIR,Exotica,,R,03/03/95,,"$4,221,036",,"$4,221,036",7,"$100,654",3,,,1:43,"Art/For, Drama",,,Exclusive,NYC & LA
19700508,SON,Hideaway,,R,03/03/95,TRI,"$12,201,255",,"$12,201,255",1900,"$5,213,455",3,2.30,1.90,1:52,"Horror, Susp/Th",,B,Wide,
19700258,DIS,Man Of The House-BV,,PG,03/03/95,DIS,"$40,085,153","$403,724","$40,488,877",2013,"$9,473,317",3,4.20,3.60,1:37,"Comedy, Child/Fam",,B+,Wide,
19940568,NL,"Mangler, The",,R,03/03/95,,"$1,826,592",,"$1,826,592",800,"$933,809",3,2.00,1.50,1:46,Horror,,,Wide,
19940607,SON,Nina Takes A Lover,,R,03/03/95,TRP,"$122,671",,"$122,671",11,"$52,521",3,,,1:40,"Rom Com, Drama",,,Limited,
19700371,DIS,Roommates,,PG,03/03/95,HOL,"$12,096,881","$26,397","$12,123,278",1262,"$4,038,033",3,3.00,2.30,1:49,"Drama, Comedy",,A,Wide,
19940626,WB,"Wild Bunch, The-Reissue",,R,03/03/95,,"$638,641","$63,518","$702,159",3,"$85,077",3,,,2:15,"Western, Act/Adv",,,Exclusive,
19940296,GOL,"Sum Of Us, The",,R,03/08/95,,"$752,869",,"$752,869",5,"$38,479",3,,,1:39,"Art/For, Comedy, Drama",,,Exclusive,NYC & LA
19940802,SON,3 Ninjas Knuckle Up,,PG,03/10/95,TRI,"$413,242",,"$413,242",52,"$67,789",3,,,1:25,"Child/Fam, Act/Adv, Comedy",,,Limited,
19940303,MIR,Muriel's Wedding,,R,03/10/95,,"$15,132,393","$42,400,000","$57,532,393",14,"$244,969",3,,,1:45,"Art/For, Comedy, Rom Com",,,Limited,NYC & LA
19700715,WB,Outbreak,,R,03/10/95,,"$67,659,560","$123,080,327","$190,739,887",2215,"$13,420,387",3,5.00,3.70,2:07,"Act/Adv, Drama, Susp/Th",,A-,Wide,
19940456,7AR,Son Of The Shark,,NR,03/10/95,,"$8,832",,"$8,832",3,"$5,180",3,,,1:28,"Drama, Art/For",,,Exclusive,NYC
19940125,SAV,Circle Of Friends,,PG13,03/15/95,,"$23,389,975","$519,760","$23,909,735",4,"$125,587",3,,,1:44,Drama,,,Exclusive,NYC-LA-Toronto
19940135,FOX,Bye Bye Love,,PG13,03/17/95,,"$12,096,673",,"$12,096,673",1378,"$4,523,048",3,2.70,2.10,1:46,Rom Com,,B,Wide,
19940147,USA,Candyman: Farewell To The Flesh,,R,03/17/95,GRM,"$13,964,891","$119,324","$14,084,215",1605,"$6,046,825",3,2.30,1.90,1:34,Horror,,,Wide,
19940503,SCL,Farinelli,,R,03/17/95,,"$1,751,660","$123,584","$1,875,244",5,"$20,270",3,,,1:50,"Art/For, Drama, Period",,,Exclusive,NYC
19940245,SON,For Better Or Worse,,PG13,03/17/95,CR,"$37,712",,"$37,712",24,"$25,912",3,,,1:35,Rom Com,,,Limited,
19700607,PAR,Losing Isaiah,,R,03/17/95,,"$7,603,766",,"$7,603,766",912,"$2,520,972",3,3.00,2.30,1:46,Drama,,B+,Wide,
19940805,ORI,Bar Girls,,R,03/24/95,OCL,"$573,953",,"$573,953",1,"$2,343",3,,,1:35,"Art/For, Rom Com",,,Exclusive,SF
19940002,SON,Dolores Claiborne,,R,03/24/95,CR,"$24,361,867","$3,337,673","$27,699,540",1216,"$5,721,920",3,4.30,3.30,2:11,"Drama, Susp/Th",,B+,Wide,
19940104,DIS,Funny Bones,,R,03/24/95,HOL,"$529,135",,"$529,135",14,"$26,946",3,,,2:06,Comedy,,,Limited,NYC
19940409,UNI,Major Payne,,PG13,03/24/95,,"$29,434,252","$6,956","$29,441,208",1989,"$7,011,225",3,4.20,3.30,1:37,Comedy,,A-,Wide,
19940580,MIR,Priest - Mir,,R,03/24/95,,"$4,193,820","$60,002","$4,253,822",8,"$113,430",3,,,1:37,"Art/For, Drama",,,Exclusive,NYC & LA
19940294,USA,"Red Firecracker, Green Firecracker",,R,03/24/95,OCT,"$272,212",,"$272,212",2,"$14,387",3,,,1:56,"Art/For, Drama",,,Exclusive,NYC
19700272,DIS,Tall Tale,,PG,03/24/95,DIS,"$8,247,627",,"$8,247,627",2065,"$3,046,181",3,2.70,2.10,1:36,"Sci/Fant, Child/Fam, Western",,A-,Wide,
19941180,ZEI,Art For Teachers Of Children,,,03/31/95,,"$51,476",,"$51,476",1,"$1,424",3,,,,"Art/For, Bio, Drama",,,Exclusive,
19940608,WB,Born To Be Wild,,PG,03/31/95,,"$3,730,409","$13,810,012","$17,540,421",1360,"$1,657,008",3,2.30,1.80,1:40,"Child/Fam, Drama",,,Wide,
19940800,KEY,Bulletproof Heart,,R,03/31/95,,"$297,415",,"$297,415",1,"$3,406",3,,,1:35,Susp/Th,,,Exclusive,LA
19941206,STR,"Clean, Shaven",,R,03/31/95,,"$26,351",,"$26,351",1,"$3,796",3,,,1:20,Drama,,,Exclusive,NYC
19700074,DIS,Jefferson In Paris,,PG13,03/31/95,TOU,"$2,473,668","$677,239","$3,150,907",2,"$61,349",3,,,2:24,"Drama, Bio, Period",,C+,Exclusive,NYC & LA
19700606,MGM,Tank Girl,,R,03/31/95,,"$4,047,601",,"$4,047,601",1341,"$2,018,183",3,2.00,1.50,1:44,"Act/Adv, Comedy, Sci/Fant",,B,Wide,
19940535,PAR,Tommy Boy,,PG13,03/31/95,,"$32,679,899",,"$32,679,899",2165,"$8,027,843",3,4.10,3.20,1:36,Comedy,,A-,Wide,
19940502,SCL,Amateur,,R,04/07/95,,"$756,438",,"$756,438",2,"$36,214",3,,,1:45,"Drama, Dark Com, Susp/Th",,,Exclusive,NYC
19921489,SON,Bad Boys - Col,,R,04/07/95,COL,"$65,792,098","$75,600,000","$141,392,098",2132,"$15,523,358",3,4.20,3.10,2:06,Act/Adv,42,A,Wide,
19940952,MGM,Doctor Zhivago-Reissue,,PG13,04/07/95,,"$288,585",,"$288,585",17,"$87,086",3,,,3:17,"Drama, Period, War",,,Limited,
19940013,NL,Don Juan DeMarco,,PG13,04/07/95,,"$22,244,893","$45,500,000","$67,744,893",1110,"$4,556,274",3,4.90,3.70,1:30,"Rom Com, Drama",,A-,Wide,
19940687,DIS,"Goofy Movie, The",,G,04/07/95,DIS,"$35,358,597","$22,700,000","$58,058,597",2159,"$6,129,557",3,5.80,4.00,1:18,"Anim, Child/Fam",,,Wide,
19940436,GOL,"Last Good Time, The",,R,04/07/95,,"$65,081",,"$65,081",1,"$7,183",3,,,1:34,Drama,,,Exclusive,NYC
19940198,MGM,Rob Roy,,R,04/07/95,,"$31,614,961","$9,282,657","$40,897,618",133,"$2,023,272",3,15.60,7.90,2:19,"Act/Adv, Drama, Period",,B+,Wide,04/12/95  Opened Wide w/1521 Runs
19996104,UNK,Hank Aaron: Chasing The Dream,,,04/12/95,,,,,,,3,,,2:00,"Doc, Bio",,,Not Set,
19940526,SON,Jury Duty,,PG13,04/12/95,TRP,"$15,183,047",,"$15,183,047",2169,"$4,831,622",3,3.10,2.20,1:27,Comedy,,B-,Wide,
19700368,MGM,"Pebble And The Penguin, The",,G,04/12/95,,"$3,979,036","$1,180,572","$5,159,608",1181,"$1,123,041",3,3.50,2.10,1:14,"Anim, Child/Fam, Music",,,Wide,
19940244,PAR,Stuart Saves His Family,,PG13,04/12/95,,"$819,322",,"$819,322",400,"$371,898",3,,,1:38,Comedy,,,Limited,
19940917,SON,Stairway To Heaven,,PG,04/14/95,,"$27,845",,"$27,845",2,"$17,706",3,,,,Sci/Fant,,,Exclusive,Reissue
19700698,USA,New Jersey Drive,,R,04/19/95,GRM,"$3,582,025",,"$3,582,025",210,"$1,395,028",3,,,1:40,"Drama, Susp/Th",,,Limited,East Coast
19700717,NL,"Basketball Diaries, The",,R,04/21/95,,"$2,191,868","$207,605","$2,399,473",300,"$714,005",3,,,1:41,"Drama, Bio, Sports",,,Limited,
19940948,SCL,Burnt By The Sun,,R,04/21/95,,"$2,302,338","$32,963","$2,335,301",9,"$60,074",3,,,2:14,"Art/For, Drama",,,Exclusive,NYC
19940681,SCL,Crumb,,R,04/21/95,,"$3,041,083",,"$3,041,083",1,"$19,859",3,,,1:59,"Doc, Bio",,,Exclusive,NYC
19940176,UNI,"Cure, The-Uni",,PG13,04/21/95,,"$2,586,206","$38,937","$2,625,143",832,"$1,206,415",3,2.10,1.70,1:35,Drama,,A,Wide,
19940057,FOX,Kiss Of Death,,R,04/21/95,,"$14,942,422","$1,230,129","$16,172,551",1623,"$5,317,066",3,2.80,2.10,1:41,"Susp/Th, Drama",,B-,Wide,
19940890,TMK,Swimming With Sharks,,R,04/21/95,,"$377,590",,"$377,590",4,"$34,703",3,,,1:33,Dark Com,,,Exclusive,NYC & LA
19940389,DIS,While You Were Sleeping,,PG,04/21/95,HOL,"$81,080,227","$104,092,000","$185,172,227",1421,"$9,288,915",3,8.70,6.60,1:40,Rom Com,,A,Wide,
19940083,SCL,Wings Of Courage,,G,04/21/95,,"$15,053,344",,"$15,053,344",1,"$100,442",3,,,0:42,"Drama, Act/Adv, Period",,,Exclusive,NYC
19940623,NL,Friday,,R,04/26/95,,"$27,911,717","$126,908","$28,038,625",865,"$6,589,341",3,4.20,3.30,1:29,"Comedy, Urb/Eth",,,Wide,
19940767,USA,Moving The Mountain,,NR,04/26/95,OCT,"$44,536",,"$44,536",1,"$3,199",3,,,1:23,Doc,,,Exclusive,NYC
19941176,KI,"Day The Sun Turned Cold, The",,,04/28/95,,"$6,294",,"$6,294",1,"$2,513",3,,,1:39,Art/For,,,Exclusive,NYC
19940508,SAV,Destiny Turns On The Radio,,R,04/28/95,,"$1,176,982",,"$1,176,982",1126,"$676,659",3,1.70,1.30,1:43,"Rom Com, Sci/Fant, Susp/Th",,,Wide,
19700634,MIR,Picture Bride,,PG13,04/28/95,,"$1,238,905",,"$1,238,905",5,"$44,380",3,,,1:40,"Art/For, Drama",,,Exclusive,NYC-LA-SF-Honolulu
19700507,DIS,"Pyromaniac's Love Story, A",,PG,04/28/95,HOL,"$468,240",,"$468,240",379,"$268,932",3,,,1:34,Rom Com,,,Limited,
19700644,USA,Search And Destroy,,R,04/28/95,OCT,"$389,503",,"$389,503",2,"$26,522",3,,,1:30,Dark Com,,,Exclusive,
19940901,MGM,Top Dog,,PG13,04/28/95,,"$5,095,997",,"$5,095,997",1911,"$2,164,381",3,2.40,1.90,1:27,"Act/Adv, Comedy",,B+,Wide,
19940622,USA,"Underneath, The",,R,04/28/95,GRM,"$542,925",,"$542,925",21,"$141,355",3,,,1:39,"Susp/Th, Drama",,,Limited,
19700490,UNI,Village Of The Damned,,R,04/28/95,,"$9,418,365","$604,884","$10,023,249",1890,"$3,222,450",3,2.90,2.30,1:37,"Horror, Sci/Fant",,C,Wide,
19940807,STR,Wild Reeds,,NR,04/28/95,,"$807,775",,"$807,775",6,"$4,600",3,,,1:50,"Art/For, Drama, Period",,,Exclusive,Seattle
19940483,NL,Mi Familia,,R,05/03/95,,"$10,811,075",,"$10,811,075",402,"$2,164,840",3,,,2:05,"Drama, Period, Urb/Eth",,,Limited,
19940182,USA,Panther,,R,05/03/95,GRM,"$6,849,705",,"$6,849,705",711,"$2,354,847",3,2.90,2.30,2:04,"Drama, Urb/Eth",,,Wide,
19940129,FOX,French Kiss,,PG13,05/05/95,,"$38,916,770","$64,000,000","$102,916,770",1721,"$9,018,022",3,4.30,3.20,1:51,Rom Com,,B+,Wide,
19700446,WB,"Little Princess, A",,G,05/10/95,,"$10,015,449","$8,304,548","$18,319,997",3,"$28,612",3,,,1:37,"Child/Fam, Drama",,,Exclusive,NYC & LA
19940098,DIS,Crimson Tide,,R,05/12/95,HOL,"$91,387,195","$67,119,386","$158,506,581",2382,"$18,612,190",3,4.90,3.60,1:55,"Act/Adv, Susp/Th",,A,Wide,
19940393,MIR,Englishman Who Went Up A Hill...,,PG,05/12/95,,"$10,918,691","$16,509","$10,935,200",954,"$2,811,355",3,3.90,2.90,1:39,"Art/For, Comedy",,,Wide,
19940533,MIR,Gordy,,G,05/12/95,,"$4,001,603",,"$4,001,603",1131,"$1,591,229",3,2.50,2.10,1:30,"Child/Fam, Comedy",,,Wide,
19941202,ARR,Gumby-The Movie,,G,05/12/95,,"$22,336",,"$22,336",21,"$6,144",3,,,1:30,"Anim, Child/Fam",,,Limited,Dallas
19700442,GOL,"Perez Family, The",,R,05/12/95,,"$2,869,936",,"$2,869,936",928,"$1,127,645",3,2.50,1.80,1:52,"Rom Com, Drama, Urb/Eth",,,Wide,
19700576,FOX,Die Hard-With A Vengeance,,R,05/19/95,,"$100,012,499","$266,100,000","$366,112,499",2525,"$22,162,245",3,4.50,3.30,2:08,"Act/Adv, Susp/Th",52,A-,Wide,
19940284,SON,Forget Paris,,PG13,05/19/95,CR,"$33,177,694","$23,400,000","$56,577,694",1609,"$5,812,656",3,5.70,4.20,1:41,Rom Com,,B,Wide,
19700485,FL,Little Odessa,,R,05/19/95,,"$1,095,885",,"$1,095,885",2,"$36,838",3,,,1:38,"Drama, Susp/Th",,,Exclusive,NYC
19940613,GOL,"Mystery Of Rampo, The",,R,05/19/95,,"$284,613",,"$284,613",2,"$26,874",3,,,1:40,"Art/For, Susp/Th",,,Exclusive,LA
19700686,PAR,Braveheart,,R,05/24/95,,"$75,503,536","$139,386,317","$214,889,853",2035,"$12,908,202",3,5.80,4.80,2:57,"Period, Act/Adv, Bio",,A-,Wide,
19941207,STR,Stalingrad,,NR,05/24/95,,"$152,972",,"$152,972",1,"$10,882",3,,,2:18,"Art/For, Drama, War",,,Exclusive,NYC
19940071,SAV,Tales From The Hood,,R,05/24/95,,"$11,797,927",,"$11,797,927",862,"$3,898,983",3,3.00,2.60,1:38,"Horror, Drama, Urb/Eth",,,Wide,
19700462,UNI,Casper,,PG,05/26/95,AMB,"$100,620,862","$188,000,000","$288,620,862",2714,"$22,091,975",4,4.60,3.90,1:40,"Comedy, Child/Fam, Sci/Fant",,A,Wide,
19941389,CH,Hotel Sorrento,,R,05/26/95,,"$32,364",,"$32,364",1,"$13,709",4,,,1:52,"Art/For, Drama",,,Exclusive,NYC
19700484,SON,Johnny Mnemonic,,R,05/26/95,,"$19,075,720","$30,008,699","$49,084,419",2030,"$7,420,808",4,2.60,2.10,1:38,"Sci/Fant, Act/Adv, Susp/Th",,C+,Wide,
19940086,DIS,Mad Love,,PG13,05/26/95,TOU,"$15,453,274","$702,459","$16,155,733",1500,"$6,820,171",4,2.30,1.90,1:36,Drama,,B-,Wide,
19700426,SCL,"Pure Formality, A",,PG13,05/26/95,,"$189,360",,"$189,360",7,"$35,639",4,,,1:48,"Art/For, Susp/Th",,,Exclusive,NYC
19700223,WB,"Bridges Of Madison County, The",,PG13,06/02/95,AMB,"$71,516,617","$120,000,000","$191,516,617",1805,"$10,519,257",3,6.80,4.50,2:15,Drama,,A-,Wide,
19700438,MGM,Fluke,,PG,06/02/95,,"$3,987,768","$1,976","$3,989,744",1200,"$1,435,709",3,2.80,2.00,1:36,"Drama, Sci/Fant",,B+,Wide,
19940497,MIR,"Glass Shield, The",,PG13,06/02/95,,"$3,316,793",,"$3,316,793",283,"$1,146,748",3,,,1:48,"Drama, Susp/Th",,,Limited,
19940664,SCL,Love And Human Remains,,R,06/02/95,,"$542,985",,"$542,985",2,"$28,280",3,,,1:38,"Art/For, Rom Com, Susp/Th",,,Exclusive,NYC
19941254,LIO,Pushing Hands,,NR,06/02/95,,"$132,164",,"$132,164",2,"$9,567",3,,,1:47,"Art/For, Comedy",,,Exclusive,NYC
19700415,PAR,Congo,,PG13,06/09/95,,"$81,022,101","$74,100,000","$155,122,101",2649,"$24,642,539",3,3.30,2.40,1:48,"Act/Adv, Susp/Th",,B,Wide,
19940703,FH,Liability Crisis,,NR,06/09/95,,"$2,192",,"$2,192",1,"$1,372",3,,,1:20,Comedy,,,Exclusive,NYC
19940553,FIR,Party Girl,,R,06/09/95,,"$463,340",,"$463,340",7,"$57,237",3,,,1:34,"Rom Com, Drama",,,Exclusive,NYC & LA
19940165,MIR,Smoke,,R,06/09/95,,"$8,367,636","$5,252,469","$13,620,105",4,"$70,744",3,,,1:52,Drama,,,Exclusive,NYC & LA
19940658,GOL,Wigstock-The Movie,,R,06/09/95,,"$686,152",,"$686,152",3,"$35,563",3,,,1:26,"Art/For, Comedy, Doc",,,Exclusive,NYC & LA
19922042,KI,Hyenas,,NR,06/14/95,,"$3,840",,"$3,840",1,"$2,504",3,,,1:53,"Art/For, Drama",,,Exclusive,SF
19940679,MIR,Il Postino,,PG,06/14/95,,"$21,845,977","$58,700,000","$80,545,977",10,"$95,310",3,,,1:48,"Art/For, Drama",,,Exclusive,NYC & LA
19700226,WB,Batman Forever,,PG13,06/16/95,,"$184,031,112","$152,498,032","$336,529,144",2842,"$52,784,433",3,3.50,2.40,2:01,"Act/Adv, Sci/Fant",39,A-,Wide,
19984085,FL,Incredibly True Adventure Of Two Girls In Love,,R,06/16/95,,"$1,977,544",,"$1,977,544",9,"$60,104",3,,,1:35,"Rom Com, Drama",,,Exclusive,
19700632,DIS,Pocahontas,,G,06/16/95,DSA,"$141,579,773","$204,300,000","$345,879,773",6,"$2,689,714",3,,,1:21,"Anim, Child/Fam, Music",,A-,Exclusive,LA-Bos-Chi-Det-St.Louis-Atl
19941468,FR,Heaven's A Drag,,NR,06/23/95,,"$27,455",,"$27,455",1,"$8,265",3,,,1:36,"Art/For, Rom Com, Drama",,,Exclusive,NYC
19940413,SCL,Safe,,R,06/23/95,,"$465,498",,"$465,498",1,"$15,830",3,,,2:01,"Art/For, Drama",,,Exclusive,NYC
19940841,7AR,"Sister, My Sister",,NR,06/23/95,,"$215,470",,"$215,470",5,"$17,907",3,,,1:29,"Art/For, Drama",,,Exclusive,NYC & SF
19940830,MIR,Belle de Jour-Reissue,,R,06/28/95,,"$4,037,017","$64,329","$4,101,346",2,"$82,529",3,,,1:40,"Art/For, Drama",,,Exclusive,NYC & LA
19940116,UNI,Apollo 13,,PG,06/30/95,IMG,"$173,827,376","$181,400,000","$355,227,376",2197,"$25,353,380",3,6.90,3.80,2:15,Drama,,A,Wide,
19941058,ARR,Bandit Queen,,NR,06/30/95,,"$298,172","$151,343","$449,515",6,"$34,728",3,,,2:09,"Bio, Art/For, Drama",,,Exclusive,NYC-LA-Seattle-DC-Boston-Philly
19700284,DIS,Judge Dredd,,R,06/30/95,HOL,"$34,693,481","$78,800,000","$113,493,481",2204,"$12,291,536",3,2.80,1.80,1:31,"Act/Adv, Sci/Fant",,B,Wide,
19940515,MIR,Lie Down With Dogs,,R,06/30/95,,"$257,254",,"$257,254",2,"$8,812",3,,,1:24,"Art/For, Comedy",,,Exclusive,Boston & Provincetown
19940578,FOX,Mighty Morphin Power Rangers,,PG,06/30/95,,"$37,618,144","$23,900,000","$61,518,144",2409,"$13,104,788",3,2.90,1.90,1:36,"Child/Fam, Act/Adv, Sci/Fant",,A-,Wide,
19941053,MIR,"Crude Oasis, The",,R,07/07/95,,"$52,710",,"$52,710",13,"$13,083",3,,,1:20,Drama,,,Limited,
19921835,SON,First Knight,,PG13,07/07/95,COL,"$37,600,435","$90,000,000","$127,600,435",2161,"$10,856,442",3,3.50,2.40,2:12,"Act/Adv, Drama, Period",,A-,Wide,
19700705,MGM,Species,,R,07/07/95,,"$60,119,623","$58,900,000","$119,019,623",2310,"$17,161,943",3,3.50,2.50,1:48,"Sci/Fant, Act/Adv",,B-,Wide,
19940889,MIR,Grosse Fatigue,,R,07/12/95,,"$143,201",,"$143,201",3,"$26,330",3,,,1:27,"Art/For, Comedy",,,Exclusive,"NYC & LA
LA"
19940401,FOX,Nine Months,,PG13,07/12/95,,"$69,699,312","$69,285,146","$138,984,458",1345,"$12,522,240",3,5.60,3.70,1:43,Comedy,,A-,Wide,
19700707,PAR,"Indian In The Cupboard, The",,PG,07/14/95,,"$35,656,131","$5,503,448","$41,159,579",1723,"$7,716,278",3,4.60,2.90,1:36,"Child/Fam, Act/Adv, Sci/Fant",,A-,Wide,
19940972,SCL,Living In Oblivion,,R,07/14/95,,"$1,111,790",,"$1,111,790",2,"$47,965",3,,,1:31,Comedy,,,Exclusive,NYC
19941002,IRS,Roosters,,R,07/14/95,,"$113,354",,"$113,354",1,"$2,489",3,,,1:33,Drama,,,Exclusive,LA
19700372,WB,Under Siege II-Dark Territory,,R,07/14/95,NR,"$50,024,083","$63,790,537","$113,814,620",2150,"$12,624,402",3,4.00,2.70,1:46,"Act/Adv, Susp/Th",,A-,Wide,
19940746,PAR,Clueless,,PG13,07/19/95,,"$54,415,201","$22,003,369","$76,418,570",1470,"$10,612,443",3,5.10,3.10,1:37,Comedy,,B+,Wide,
19700345,WB,Free Willy II-The Adventure Home,,PG,07/19/95,NR,"$30,077,111","$43,768,678","$73,845,789",1931,"$7,039,608",3,4.30,2.60,1:41,"Child/Fam, Drama",,A-,Wide,
19940019,FL,An Awfully Big Adventure,,R,07/21/95,,"$259,724",,"$259,724",7,"$49,429",3,,,1:53,Drama,,,Exclusive,
19940281,EXC,Kids,,NR,07/21/95,,"$7,412,216","$140,355","$7,552,571",2,"$85,709",3,,,1:30,"Art/For, Drama",,,Exclusive,NYC
19941209,STR,Postcards From America,,NR,07/21/95,,"$84,436",,"$84,436",3,"$18,030",3,,,1:33,"Art/For, Drama",,,Exclusive,NYC & LA
19940288,MIR,Country Life,,PG13,07/28/95,,"$284,988",,"$284,988",4,"$26,075",3,,,1:42,"Art/For, Rom Com, Drama",,,Exclusive,NYC & LA
19940834,FL,Double Happiness,,PG13,07/28/95,,"$560,491",,"$560,491",3,"$34,593",3,,,1:36,"Art/For, Rom Com, Drama",,,Exclusive,NYC-LA-SF
19940572,SON,"Net, The",,PG13,07/28/95,COL,"$50,744,366","$60,700,000","$111,444,366",1906,"$10,037,745",3,5.10,3.30,1:52,Susp/Th,,B,Wide,
