Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
20026711,FR,Absurdistan,,NR,02/06/09,,"$38,376",,"$38,376",1,"$1,441",3,,,1:28,"Art/For, Drama",60,,Exclusive,
20025451,MAG,Chocolate,,R,02/06/09,MAG,"$14,845",,"$14,845",7,"$11,180",3,,,1:32,"Act/Adv, Art/For",71,,Limited,
20007927,WEI,Fanboys,,PG13,02/06/09,,"$688,529","$253,872","$942,401",44,"$171,533",3,,,1:30,Comedy,27,,Limited,
20018257,WB,He's Just Not That Into You (NL),,PG13,02/06/09,NL,"$93,953,653","$84,900,000","$178,853,653",3175,"$27,785,487",3,3.40,2.60,2:09,Rom Com,43,B+,Wide,
20017935,SON,"Pink Panther 2, The",,PG,02/06/09,MCO,"$35,922,978","$40,016,458","$75,939,436",3243,"$11,588,150",3,3.10,2.70,1:32,Comedy,13,B+,Wide,3000+
20018317,SUM,Push,,PG13,02/06/09,,"$31,811,527","$17,000,000","$48,811,527",2313,"$10,079,109",3,3.20,2.60,1:52,"Sci/Fant, Susp/Th",26,,Wide,
20018859,DIS,Confessions Of A Shopaholic,,PG,02/13/09,,"$44,277,350","$64,055,872","$108,333,222",2507,"$17,809,053",4,2.50,2.10,1:45,"Comedy, Rom Dram",21,B,Wide,
20009531,WB,Friday The 13th -09 (NL),,R,02/13/09,NL,"$65,021,937","$26,548,027","$91,569,964",3105,"$43,585,449",4,1.50,1.40,1:38,"Horror, Susp/Th",29,B-,Wide,
20016488,SON,"International, The",,R,02/13/09,COL,"$25,450,527","$34,684,533","$60,135,060",2364,"$10,702,613",4,2.40,2.00,1:58,"Act/Adv, Drama, Susp/Th",53,C+,Wide,2000+
20024408,MAG,Two Lovers,,R,02/13/09,,"$3,149,034","$13,200,000","$16,349,034",7,"$117,591",4,,,1:49,"Drama, Rom Dram",,,Limited,
20022542,WB,Under The Sea,3D IMAX,G,02/13/09,,"$36,260,606","$19,638,835","$55,899,441",49,"$919,095",4,,,0:39,Doc,95,,Limited,
20021281,SON,Fired Up!,,PG13,02/20/09,SCG,"$17,231,291","$1,400,000","$18,631,291",1810,"$5,483,778",3,3.10,2.70,1:34,Rom Com,32,B,Wide,2000+
20020901,NAD,Katyn,,NR,02/20/09,,"$108,638",,"$108,638",,,3,,,,"Drama, Art/For, Period",,,Exclusive,
20022974,ZEI,Three Monkeys,,NR,02/20/09,,"$41,343",,"$41,343",,,3,,,1:49,"Drama, Art/For",,,Exclusive,"SEA; Slow Exp. in DC,NY,LA"
20023603,LIO,Tyler Perry's Madea Goes To Jail,,PG13,02/20/09,,"$90,508,336","$143,395","$90,651,731",2032,"$41,030,947",3,2.20,1.90,1:43,"Comedy, Urb/Eth",31,A,Wide,
20015141,WEI,Crossing Over,,R,02/27/09,,"$455,654","$3,436,203","$3,891,857",9,"$77,370",3,,,1:53,Drama,16,,Exclusive,
20026573,AD,Echelon Conspiracy,,PG13,02/27/09,,"$796,716","$2,379,656","$3,176,372",400,"$500,154",3,,,1:46,"Act/Adv, Drama, Susp/Th",,,Limited,
20022783,DIS,Jonas Brothers: The 3D Concert Experience,3D IMAX,G,02/27/09,,"$19,162,740","$4,079,792","$23,242,532",1271,"$12,510,374",3,1.50,1.40,1:16,"Doc, Music",36,,Wide,
20018716,FOX,Street Fighter: The Legend Of Chun-Li,,PG13,02/27/09,,"$8,742,261","$3,388,014","$12,130,275",1136,"$4,721,110",3,1.90,1.50,1:37,"Act/Adv, Sci/Fant",,,Wide,
20020921,SCL,12,,PG13,03/04/09,,"$125,120","$7,412,333","$7,537,453",5,"$12,042",3,,,2:33,"Drama, Art/For",90,,Exclusive,NY/LA
20026531,IFC,Everlasting Moments,,,03/06/09,,"$610,825","$2,519,682","$3,130,507",5,"$40,443",3,,,2:11,"Drama, Art/For, Period",86,,Exclusive,NY/LA
20016201,LIO,"Horsemen, The",,R,03/06/09,,"$122,641","$2,419,224","$2,541,865",75,,3,,,,Susp/Th,,,Limited,
20021781,TF,Phoebe In Wonderland,,PG13,03/06/09,,"$70,215",,"$70,215",11,"$29,766",3,,,1:36,Drama,61,,Limited,
20027011,MAG,Shuttle,,R,03/06/09,MAG,"$1,925",,"$1,925",1,"$1,925",3,,,1:46,"Susp/Th, Drama",,,Exclusive,
20015184,WB,Watchmen,IMAX,R,03/06/09,LGY,"$107,509,799","$77,738,261","$185,248,060",3611,"$55,214,334",3,1.90,1.60,2:42,"Act/Adv, Sci/Fant",65,B,Wide,
20026292,GOL,Brothers At War,,R,03/13/09,,"$153,148",,"$153,148",7,"$33,142",3,,,1:52,Doc,63,,Limited,
20016408,CAP,Edge Of Love,,NR,03/13/09,,"$28,635",,"$28,635",,,3,,,1:51,"Drama, Art/For, Period",50,,Limited,
20020418,UNI,"Last House On The Left, The",,R,03/13/09,ROG,"$32,752,215","$13,805,437","$46,557,652",2401,"$14,118,685",3,2.30,1.80,1:49,"Horror, Susp/Th",45,B,Wide,
20025470,FXS,Miss March,,R,03/13/09,,"$4,543,320","$48,309","$4,591,629",1742,"$2,409,156",3,1.90,1.30,1:31,Comedy,5,,Wide,
20018618,DIS,Race To Witch Mountain,,PG,03/13/09,,"$67,172,594","$39,214,547","$106,387,141",3187,"$24,402,214",3,2.80,2.10,1:38,"Child/Fam, Act/Adv, Sci/Fant",39,B+,Wide,
20022425,MAG,Severed Ways: The Norse Discovery Of America,,NR,03/13/09,MAG,"$18,728",,"$18,728",1,"$7,686",3,,,1:47,"Drama, Period",22,,Exclusive,NY
20021541,OVR,Sunshine Cleaning,,R,03/13/09,,"$12,062,558","$4,500,000","$16,562,558",4,"$219,190",3,,,1:42,"Comedy, Drama",78,,Exclusive,
20024529,REG,Tokyo Sonata,,PG13,03/13/09,,"$277,387",,"$277,387",,,3,,,1:59,"Dark Com, Art/For",89,,Exclusive,NYC
20019859,UNI,Duplicity,,PG13,03/20/09,,"$40,687,642","$38,458,637","$79,146,279",2574,"$13,965,110",3,2.90,2.30,2:05,"Drama, Dark Com, Susp/Th",65,C,Wide,
20023083,MAG,"Great Buck Howard, The",,PG,03/20/09,,"$750,587","$147,389","$897,976",55,"$115,004",3,,,1:30,Comedy,72,,Limited,
20019899,PAR,"I Love You, Man",,R,03/20/09,DW,"$72,013,010","$20,277,521","$92,290,531",2711,"$17,810,270",3,4.00,3.00,1:45,Comedy,81,B+,Wide,
20020460,SUM,Knowing,,PG13,03/20/09,,"$79,957,634","$109,048,700","$189,006,334",3332,"$24,604,751",3,3.20,2.50,2:02,"Susp/Th, Sci/Fant",25,,Wide,
20019436,FOC,Sin Nombre,,R,03/20/09,,"$2,536,665","$3,459,893","$5,996,558",6,"$81,446",3,,,1:36,"Susp/Th, Art/For",88,,Exclusive,NYC-LA-SF
20027171,ROA,Super Capers: The Origins Of Ed And The Missing...,,PG,03/20/09,,"$30,881",,"$30,881",80,"$21,463",3,,,1:30,"Act/Adv, Comedy",,,Limited,
20021381,FOX,12 Rounds,,PG13,03/27/09,ATO,"$12,234,694","$5,000,000","$17,234,694",2331,"$5,329,240",3,2.30,1.80,1:48,"Act/Adv, Susp/Th",35,B-,Wide,
20024790,MAG,American Swing,,NR,03/27/09,,"$30,156",,"$30,156",1,,3,,,1:21,Doc,,,Exclusive,
20019216,ANC,"Education Of Charlie Banks, The",,NR,03/27/09,,"$14,547",,"$14,547",1,,3,,,1:40,"Drama, Period",,,Limited,
20025372,ROA,Goodbye Solo,,R,03/27/09,,"$871,445","$80,275","$951,720",,,3,,,1:31,"Dark Com, Drama",,,Limited,NY
20016873,LIO,"Haunting In Connecticut, The",,PG13,03/27/09,,"$55,389,516","$22,785,967","$78,175,483",2732,"$23,004,765",3,2.40,2.00,1:43,"Horror, Susp/Th",19,B-,Wide,
20013940,PAR,Monsters vs. Aliens (Ani),3D IMAX,PG,03/27/09,DWA,"$198,351,526","$183,200,000","$381,551,526",4104,"$59,321,095",3,3.30,2.70,1:34,"Anim, Child/Fam, Comedy",70,A-,Wide,
20025771,FR,America Betrayed,,NR,03/28/09,,"$1,311",,"$1,311",1,,3,,,1:34,Doc,,,Exclusive,Portland
20016187,MAC,Return To Everest,3D,,Mar/2009,,,,,,,3,,,,Doc,,,Limited,
20018457,MIR,Adventureland,,R,04/03/09,,"$16,108,542","$1,100,000","$17,208,542",1862,"$5,722,039",3,2.80,2.00,1:46,"Comedy, Drama",89,,Wide,
20025950,ROA,Alien Trespass,,PG,04/03/09,,"$104,526",,"$104,526",40,"$43,437",3,,,1:27,"Sci/Fant, Comedy, Drama",,,Limited,
20028072,ANC,Bart Got A Room,,PG13,04/03/09,,"$53,760",,"$53,760",11,"$32,764",3,,,1:20,"Dark Com, Comedy, Rom Com",,,Limited,
20022262,IFC,"Escapist, The",,NR,04/03/09,,"$13,439","$50,181","$63,620",1,"$3,075",3,,,1:42,"Drama, Art/For, Susp/Th",70,,Exclusive,NYC
20019056,UNI,Fast & Furious,,PG13,04/03/09,,"$155,298,233","$208,100,000","$363,398,233",3461,"$70,950,500",3,2.20,1.70,1:48,"Act/Adv, Susp/Th",24,A-,Wide,
20024106,SCL,Paris 36,,PG13,04/03/09,,"$851,540","$13,275,166","$14,126,706",7,"$44,690",3,,,2:00,"Comedy, Drama, Music",67,,Exclusive,NY/LA
20024772,SCL,Sugar,,R,04/03/09,,"$1,081,922","$2,729","$1,084,651",11,"$60,140",3,,,1:54,"Drama, Sports",89,,Exclusive,NY/LA
20071219,ABR,Anvil! The Story of Anvil,,NR,04/10/09,,"$674,856",,"$674,856",3,"$34,651",3,,,1:30,Doc,,,Limited,
20019998,FOX,Dragonball Evolution,,PG,04/10/09,,"$9,362,785","$48,134,914","$57,497,699",2181,"$4,756,488",3,2.00,1.50,1:26,"Act/Adv, Live Act, Sci/Fant",15,C+,Wide,
20021361,DIS,Hannah Montana The Movie,,G,04/10/09,,"$79,576,189","$76,000,000","$155,576,189",3118,"$32,324,487",3,2.50,1.80,1:42,"Child/Fam, Comedy, Music",47,A,Wide,
20019460,WB,Observe And Report,,R,04/10/09,LGY,"$24,007,324","$3,024,886","$27,032,210",2727,"$11,017,334",3,2.20,1.60,1:26,"Comedy, Dark Com",51,C,Wide,
20018763,WB,17 Again (NL),,PG13,04/17/09,NL,"$64,167,069","$72,167,685","$136,334,754",3255,"$23,722,310",3,2.70,2.30,1:42,Comedy,59,A-,Wide,
20025331,GOL,American Violet,,PG13,04/17/09,,"$554,434",,"$554,434",61,"$243,162",3,,,1:43,"Drama, Urb/Eth",69,,Exclusive,
20019736,LIO,Crank High Voltage,,R,04/17/09,LAK,"$13,684,249","$20,900,000","$34,584,249",2223,"$6,963,565",3,2.00,1.50,1:35,Act/Adv,70,C-,Wide,
20024728,SCL,Every Little Step,,PG13,04/17/09,,"$1,724,351","$1,015,186","$2,739,537",8,"$68,504",3,,,1:33,"Doc, Music",84,,Exclusive,NY/LA
20027611,ROA,"Golden Boys, The",,PG,04/17/09,,"$184,169",,"$184,169",,,3,,,1:37,"Rom Com, Period",33,,Limited,
20027653,SIE,Is Anybody There?,,PG13,04/17/09,,"$2,026,756",,"$2,026,756",6,"$46,209",3,,,1:34,Drama,67,,Exclusive,NY/LA
20022143,IFC,Lemon Tree,,NR,04/17/09,,"$569,672","$6,800,000","$7,369,672",2,"$14,602",3,,,1:46,"Drama, Art/For",80,,Exclusive,NYC
20016247,UNI,State Of Play,,PG13,04/17/09,,"$37,322,867","$53,655,272","$90,978,139",2803,"$14,071,280",3,2.70,2.00,1:57,"Drama, Susp/Th",80,A-,Wide,
20022342,DIS,Earth - DIS,,G,04/22/09,DSN,"$32,011,576","$80,595,003","$112,606,579",1804,"$8,825,760",3,3.60,2.70,1:39,"Doc, Art/For",84,,Wide,
20018956,UNI,Fighting,,PG13,04/24/09,ROG,"$23,302,410","$9,400,000","$32,702,410",2309,"$11,024,370",3,2.10,1.70,1:44,"Act/Adv, Drama, Urb/Eth",36,B,Wide,
20071298,MBF,Il Divo,,NR,04/24/09,,,"$7,903,814","$7,903,814",,,3,,,,"Art/For, Bio, Drama",,,Exclusive,NY
20027071,SNR,"Informers, The",,R,04/24/09,,,"$64,784","$64,784",482,,3,,,1:38,"Drama, Period",16,,Limited,
20026173,MAG,"Mutant Chronicles, The",,R,04/24/09,MAG,"$6,820","$928,990","$935,810",2,"$4,724",3,,,1:51,"Act/Adv, Sci/Fant",17,,Exclusive,NY/LA
20021721,SON,Obsessed,,PG13,04/24/09,SCG,"$68,261,644","$5,600,000","$73,861,644",2514,"$28,612,730",3,2.40,2.00,1:49,Susp/Th,30,B+,Wide,2000+
20018316,PAR,"Soloist, The",,PG13,04/24/09,DW,"$31,853,584","$6,600,000","$38,453,584",2024,"$9,716,458",3,3.30,2.50,1:57,"Bio, Drama",61,B+,Wide,
20022968,SCL,Tyson,,R,04/24/09,,"$887,918","$54,131","$942,049",11,"$85,046",3,,,1:30,"Doc, Sports",87,,Exclusive,
20026572,ROA,Battle For Terra (Ani),3D,PG,05/01/09,,"$1,647,083","$4,500,000","$6,147,083",1161,"$1,082,064",3,1.50,1.20,1:25,"Anim, Sci/Fant",47,,Wide,800
20026592,WB,Ghosts Of Girlfriends Past (NL),,PG13,05/01/09,NL,"$55,250,026","$49,477,678","$104,727,704",3175,"$15,411,434",3,3.60,2.80,1:40,Rom Com,31,B,Wide,
20019840,FOC,"Limits Of Control, The",,R,05/01/09,,"$426,688","$1,143,904","$1,570,592",3,"$55,820",3,,,1:56,Susp/Th,30,,Exclusive,NYC & LA
20025332,GOL,"Merry Gentleman, The",,R,05/01/09,,"$347,977","$3,101","$351,078",24,"$74,981",3,,,1:39,Drama,61,,Limited,
20071299,JAN,Revanche,,NR,05/01/09,,,"$316,929","$316,929",,,3,,,2:01,"Art/For, Drama, Susp/Th",,,Limited,
20026532,IFC,"Skeptic, The",,NR,05/01/09,,"$6,671",,"$6,671",1,"$1,553",3,,,1:29,"Susp/Th, Drama",11,,Exclusive,NYC
20027651,FR,"Wink And A Smile, A",,NR,05/01/09,,"$16,417",,"$16,417",1,"$2,346",3,,,1:31,Doc,36,,Exclusive,NY
20017915,FOX,X-Men Origins: Wolverine,,PG13,05/01/09,MVL,"$179,883,157","$196,000,000","$375,883,157",4099,"$85,058,003",3,2.10,1.80,1:48,"Act/Adv, Sci/Fant",37,B+,Wide,
20022784,SCL,Adoration,,R,05/08/09,,"$294,244","$164,947","$459,191",10,"$39,358",3,,,1:40,"Drama, Art/For",79,,Exclusive,NY/LA
20026551,MAG,Julia - MAG,,R,05/08/09,,"$65,108",,"$65,108",3,"$12,524",3,,,2:18,"Drama, Art/For, Susp/Th",66,,Exclusive,NY/LA
20025812,REG,Little Ashes,,R,05/08/09,,"$481,258",,"$481,258",12,"$73,394",3,,,1:52,"Drama, Art/For, Rom Dram",,,Limited,
20018898,SUM,Next Day Air,,R,05/08/09,,"$10,027,047","$160,819","$10,187,866",1138,"$4,111,043",3,2.40,1.90,1:25,"Urb/Eth, Act/Adv, Comedy",20,,Wide,
20027051,MAG,Outrage,,R,05/08/09,,"$287,198",,"$287,198",5,"$32,589",3,,,1:30,Doc,68,,Exclusive,NYC-LA-SF-DC-FL
20026271,SCL,Rudo Y Cursi,,R,05/08/09,,"$1,827,660","$10,117,061","$11,944,721",70,"$211,460",3,,,1:42,"Comedy, Drama, Sports",69,,Exclusive,NY/LA
20010793,PAR,Star Trek,IMAX,PG13,05/08/09,,"$257,730,019","$128,000,000","$385,730,019",3849,"$75,204,289",3,3.40,2.50,2:07,"Sci/Fant, Act/Adv",95,A,Wide,
20013840,SON,Angels & Demons,,PG13,05/15/09,COL,"$133,375,846","$352,600,000","$485,975,846",3527,"$46,204,168",3,2.90,2.20,2:19,"Drama, Susp/Th",39,B+,Wide,2500+
20025490,MAG,Big Man Japan,,PG13,05/15/09,MAG,"$40,796",,"$40,796",2,"$7,133",3,,,1:53,"Comedy, Art/For",74,,Exclusive,NY/LA
20019697,SUM,"Brothers Bloom, The",,PG13,05/15/09,,"$3,531,756","$2,082,514","$5,614,270",4,"$90,400",3,,,1:54,"Act/Adv, Rom Dram",60,,Exclusive,NY/LA
20028071,IFC,Kassim The Dream,,NR,05/15/09,,$215,,$215,1,$215,3,,,1:27,Doc,,,Exclusive,Academy Qualifying Run -  LA
20018096,GOL,Management,,R,05/15/09,,"$934,658","$1,681,835","$2,616,493",212,"$375,916",3,,,1:33,Rom Com,52,,Limited,
20028052,ANC,Not Forgotten,,R,05/15/09,,,,,,,3,,,1:31,"Horror, Susp/Th",10,,Exclusive,
20022969,IFC,Summer Hours,,NR,05/15/09,,"$1,647,001","$6,000,000","$7,647,001",2,"$49,484",3,,,1:39,"Drama, Art/For",94,,Exclusive,NYC
20071295,OSC,Burma VJ,,NR,05/20/09,,,,,,,3,,,1:24,"Doc, Art/For",,,Exclusive,"NY,LA"
20012959,WB,Terminator Salvation,,PG13,05/21/09,,"$125,322,469","$246,000,000","$371,322,469",3480,"$51,943,726",3,2.40,2.00,1:55,"Sci/Fant, Act/Adv",34,B+,Wide,
20021162,DIS,"Boys: The Sherman Brothers' Story, The",,PG,05/22/09,,"$55,513",,"$55,513",5,"$19,875",4,,,1:41,Doc,,,Exclusive,
20021261,PAR,Dance Flick,,PG13,05/22/09,,"$25,794,018","$5,800,000","$31,594,018",2450,"$12,622,450",4,2.00,1.80,1:23,"Act/Adv, Comedy",27,C,Wide,
20024910,SCL,Easy Virtue,,PG13,05/22/09,,"$2,656,324","$15,800,000","$18,456,324",10,"$143,038",4,,,1:36,Comedy,58,,Exclusive,NY/LA
20026552,MAG,"Girlfriend Experience, The",,R,05/22/09,,"$695,840","$158,414","$854,254",30,"$204,112",4,,,1:17,Comedy,61,,Exclusive,NY/LA
20019717,FOX,Night At The Museum: Battle Of The Smithsonian,IMAX,PG,05/22/09,,"$177,243,721","$236,690,368","$413,934,089",4096,"$70,052,004",4,2.50,2.20,1:45,"Child/Fam, Comedy, Sci/Fant",44,B+,Wide,
20024570,SCL,O'Horten,,PG13,05/22/09,,"$302,232","$1,476,559","$1,778,791",8,"$33,325",4,,,1:29,"Comedy, Art/For, Drama",82,,Exclusive,NY/LA
20028311,REG,Departures,,PG13,05/29/09,,"$1,540,700",,"$1,540,700",9,"$74,945",3,,,2:10,"Drama, Art/For",69,,Limited,
20021182,UNI,Drag Me To Hell,,PG13,05/29/09,,"$42,286,767","$50,387,891","$92,674,658",2508,"$15,825,480",3,2.70,2.00,1:39,"Susp/Th, Horror",94,B-,Wide,
20034105,MBF,"Girl With The Dragon Tattoo, The",,R,05/29/09,,"$12,749,156",,"$12,749,156",45,"$303,532",3,,,2:32,"Art/For, Susp/Th",86,,Limited,
20026631,IFC,Pontypool,,NR,05/29/09,,"$3,865","$31,068","$34,933",1,"$1,541",3,,,1:35,"Horror, Comedy",77,,Exclusive,NYC
20017218,DIS,Up (Ani),3D,PG,05/29/09,PIX,"$293,004,164","$438,300,000","$731,304,164",3766,"$68,108,790",3,4.30,3.10,1:36,"Anim, Act/Adv, Child/Fam",98,A+,Wide,
20025892,VIV,Boogie Town,,,06/01/09,,,,,,,3,,,,"Urb/Eth, Drama, Music",,,Wide,
20021002,FOC,Away We Go,,R,06/05/09,,"$9,451,946","$5,719,464","$15,171,410",4,"$130,411",3,,,1:38,Rom Com,65,,Exclusive,
20025330,STR,Downloading Nancy,,NR,06/05/09,,"$21,899",,"$21,899",5,"$10,324",3,,,1:42,"Drama, Susp/Th",,,Exclusive,NY/LA
20019456,WB,"Hangover, The",,R,06/05/09,LGY,"$277,465,796","$191,941,498","$469,407,294",3269,"$44,979,319",3,6.20,3.90,1:40,Comedy,76,A,Wide,
20010291,UNI,Land Of The Lost,,PG13,06/05/09,,"$49,695,368","$19,843,821","$69,539,189",3521,"$18,837,350",3,2.60,1.90,1:35,"Live Act, Comedy, Sci/Fant",28,C+,Wide,
20023986,FXS,My Life In Ruins,,PG13,06/05/09,,"$8,677,425","$11,800,000","$20,477,425",1164,"$3,223,161",3,2.70,1.90,1:36,Rom Com,,,Wide,
20024829,VIV,Tennessee,,R,06/05/09,,"$16,100",,"$16,100",15,"$9,438",3,,,1:39,Drama,44,,Limited,
20028411,VIV,Call Of The Wild 3D,3D,PG,06/12/09,,"$28,682",,"$28,682",14,"$11,245",3,,,1:27,Child/Fam,,,Limited,
20025351,MAG,"Food, Inc.",,PG,06/12/09,,"$4,417,674","$81,244","$4,498,918",3,"$60,513",3,,,1:34,Doc,,,Exclusive,NY/LA
20015101,PAR,Imagine That,,PG,06/12/09,,"$16,222,392","$6,900,000","$23,122,392",3008,"$5,503,519",3,2.90,2.00,1:47,Comedy,43,A-,Wide,
20022763,SCL,Moon,,R,06/12/09,,"$5,010,163","$4,700,000","$9,710,163",8,"$136,085",3,,,1:37,"Sci/Fant, Susp/Th",,,Exclusive,NYC & LA
20018900,SON,"Taking Of Pelham 123, The",,R,06/12/09,COL,"$65,452,312","$85,995,639","$151,447,951",3074,"$23,373,102",3,2.80,2.00,1:46,"Act/Adv, Susp/Th",50,B+,Wide,3000+
20071296,IP,Which Way Home,,NR,06/12/09,,,,,,,3,,,1:15,Doc,,,Limited,
20026431,IFC,Dead Snow,,NR,06/19/09,,"$46,742","$1,655,037","$1,701,779",1,"$5,363",3,,,1:30,"Horror, Art/For, Comedy",69,,Exclusive,
20017216,DIS,"Proposal, The",,PG13,06/19/09,TOU,"$163,958,031","$153,400,000","$317,358,031",3056,"$33,627,598",3,4.90,3.20,1:48,Rom Com,47,A-,Wide,
20026653,SCL,Whatever Works,,PG13,06/19/09,,"$5,306,447","$32,067,840","$37,374,287",9,"$266,162",3,,,1:32,Rom Com,45,,Exclusive,NYC & LA
20017152,SON,Year One,,PG13,06/19/09,COL,"$43,337,279","$19,000,000","$62,337,279",3022,"$19,610,304",3,2.20,1.60,1:37,"Comedy, Period",20,B-,Wide,3000+
20018857,PAR,Transformers: Revenge Of The Fallen,IMAX,PG13,06/24/09,DW,"$402,111,870","$434,200,000","$836,311,870",4234,"$108,966,307",3,3.70,2.50,2:20,"Act/Adv, Sci/Fant",21,B+,Wide,
20027652,ZEI,Afghan Star,,NR,06/26/09,,"$70,154",,"$70,154",1,,3,,,1:27,Doc,100,,Exclusive,NY
20021201,MIR,Cheri,,R,06/26/09,,"$2,715,657","$6,600,000","$9,315,657",76,"$405,701",3,,,1:32,"Rom Dram, Period",52,,Limited,
